"agency","city","state","ntd_id","organization_type","reporter_type","report_year","uace_code","uza_name","primary_uza_population","agency_voms","mode","mode_name","type_of_service","mode_voms","fare_revenues_per_unlinked","fare_revenues_per_unlinked_1","fare_revenues_per_total","fare_revenues_per_total_1","cost_per_hour","cost_per_hour_questionable","passengers_per_hour","passengers_per_hour_1","cost_per_passenger","cost_per_passenger_1","cost_per_passenger_mile","cost_per_passenger_mile_1","fare_revenues_earned","fare_revenues_earned_1","total_operating_expenses","total_operating_expenses_1","unlinked_passenger_trips","unlinked_passenger_trips_1","vehicle_revenue_hours","vehicle_revenue_hours_1","passenger_miles","passenger_miles_questionable","vehicle_revenue_miles","vehicle_revenue_miles_1"
"Cumberland County, dba: Cumberland County Community Transportation Program","Fayetteville","NC","40223","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","29440","Fayetteville, NC","325008","14","DR","Demand Response","PT","14","1.4247",,"0.0364",,"57.662",,"1.4726",,"39.1577",,"0",,"35970",,"988615",,"25247",,"17145",,"0",,"249984",
"Suwannee Valley Transit Authority","Live Oak","FL","41050","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","13","5.254",,"0.1257",,"66.9752",,"1.602",,"41.8085",,"0",,"139600",,"1110851",,"26570",,"16586",,"0",,"340364",
"Barbour Co. Senior Center , dba: Here & There Transit","Philippi","WV","30138","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","13","1.2279",,"0.0352",,"37.7033",,"1.0819",,"34.8488",,"0",,"21181",,"601141",,"17250",,"15944",,"0",,"209505",
"Randolph County Senior Adult Association Inc., dba: Randolph Coordinated Area Transportation System","Asheboro","NC","40921","Area Agency on Aging","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","13","0.5115",,"0.0124",,"64.6495",,"1.5643",,"41.3269",,"0",,"20843",,"1683989",,"40748",,"26048",,"0",,"412749",
"City of Oneonta, dba: Oneonta Public Transit","Oneonta","NY","20960","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","MB","Bus","DO","13","0.4898",,"0.0814",,"85.185",,"14.1614",,"6.0153",,"0",,"186266",,"2287642",,"380304",,"26855",,"0",,"387748",
"City of Key West, dba: Key West Transit","Key West","FL","41060","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"8","MB","Bus","DO","8","1.3493",,"0.0762",,"114.2457",,"6.4502",,"17.712",,"0",,"397590",,"5218971",,"294658",,"45682",,"0",,"533123",
"Klickitat County Senior Services, dba: Mount Adams Transportation Service","Goldendale","WA","00299","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","12","2.9006",,"0.0223",,"94.8174",,"0.7279",,"130.2703",,"0",,"25879",,"1162272",,"8922",,"12258",,"0",,"275254",
"Leech Lake Band of Ojibwe","Cass Lake","MN","55258","Tribe","Reduced Reporter","2023","00027","Minnesota Non-UZA","2336986","14","DR","Demand Response","DO","12","0.645",,"0.0136",,"65.6762",,"1.3869",,"47.3537",,"0",,"24912",,"1829083",,"38626",,"27850",,"0",,"594967",
"Ashe County Transportation Authority Inc","West Jefferson","NC","41029","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","12","4.3414",,"0.1436",,"37.205",,"1.231",,"30.2229",,"0",,"175722",,"1223301",,"40476",,"32880",,"0",,"705243",
"City of Portland, dba: Portland Streetcar","Portland","OR","00058","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","71317","Portland, OR--WA","2104238","14","SR","Streetcar Rail","PT","12","0.2216",,"0.025",,"331.7836",,"37.4211",,"8.8662",,"6.2076",,"576373",,"23063275",,"2601253",,"69513",,"3715350",,"378836",
"Rutherford County","Rutherfordton","NC","40983","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","12","0",,"0",,"49.5407",,"1.5632",,"31.6927",,"0",,"0",,"976992",,"30827",,"19721",,"0",,"323231",
"Tangipahoa Voluntary Council on Aging","Amite","LA","60196","Area Agency on Aging","Reduced Reporter","2023","36514","Hammond, LA","72526","14","DR","Demand Response","DO","11","0.3084",,"0.0142",,"58.1326",,"2.6814",,"21.6803",,"0",,"5967",,"419427",,"19346",,"7215",,"0",,"155695",
"Fairfield County Transit System","Winnsboro","SC","41003","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","11","7.9161",,"0.1185",,"107.8969",,"1.6151",,"66.8053",,"0",,"71150",,"600446",,"8988",,"5565",,"0",,"162194",
"Flathead County , dba: Mountain Climber Transit","Kalispell","MT","80220","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","10","0",,"0",,"69.4762",,"3.141",,"22.1193",,"0",,"0",,"1349298",,"61001",,"19421",,"0",,"237562",
"Queen Anne's County, dba: County Ride","Centreville","MD","30192","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","04843","Baltimore, MD","2212038","14","DR","Demand Response","DO","10","0.7797",,"0.0154",,"50.3546",,"0.9925",,"50.734",,"0",,"8486",,"552138",,"10883",,"10965",,"0",,"128427",
"City of Albany , dba: Albany Transit System","Albany","GA","40021","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00901","Albany, GA","85960","14","MB","Bus","DO","10","1.4872",,"0.1188",,"165.3753",,"13.2131",,"12.516",,"2.2814",,"391090",,"3291300",,"262968",,"19902",,"1442642",,"349071",
"Gunnison Valley Rural Transportation Authority, dba: Gunnison Valley RTA","Crested Butte","CO","80150","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","CB","Commuter Bus","PT","10","0",,"0",,"138.4163",,"12.6586",,"10.9346",,"0",,"0",,"3583182",,"327692",,"25887",,"0",,"754438",
"City of Eureka Springs","Eureka Springs","AR","60161","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","MB","Bus","DO","10","1.9606",,"0.2201",,"120.3448",,"13.511",,"8.9072",,"0",,"246355",,"1119207",,"125652",,"9300",,"0",,"119840",
"City of Commerce, dba: City of Commerce Transit","Commerce","CA","90043","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","MB","Bus","DO","10","0",,"0",,"138.4212",,"9.2744",,"14.9251",,"3.0671",,"0",,"6622211",,"443696",,"47841",,"2159103",,"466316",
"Board of County Commissioners of Calvert County, Maryland, dba: Calvert County Public Transportation","Prince Frederick","MD","30131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","14","MB","Bus","DO","9","0.797",,"0.0365",,"89.8057",,"4.1139",,"21.8298",,"0",,"56394",,"1544658",,"70759",,"17200",,"0",,"404095",
"Humboldt Transit Authority","Eureka","CA","91036","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","MB","Bus","DO","9","2.5468",,"0.1805",,"131.0972",,"9.291",,"14.1102",,"0",,"709431",,"3930557",,"278562",,"29982",,"0",,"618300",
"Hood River County Transportation District, dba: Columbia Area Transit","Hood River","OR","00319","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","CB","Commuter Bus","DO","8","2.0154",,"0.072",,"143.732",,"5.1358",,"27.9863",,"0",,"102131",,"1418204",,"50675",,"9867",,"0",,"447406",
"City of Nashua, dba: Nashua Transit System","Nashua","NH","10087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","61165","Nashua, NH--MA","242984","14","MB","Bus","PT","8","0.6951",,"0.0871",,"90.0517",,"11.2801",,"7.9832",,"1.4307",,"210074",,"2412664",,"302217",,"26792",,"1686371",,"397160",
"City of San Marcos, dba: San Marcos Transit","San Marcos","TX","66343","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","79201","San Marcos, TX","70801","14","MB","Bus","PT","8","0",,"0",,"82.7171",,"4.5958",,"17.9985",,"0",,"0",,"1244810",,"69162",,"15049",,"0",,"214942",
"City of Sandusky, dba: Sandusky Transit System","Sandusky","OH","50164","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","78774","Sandusky--Port Clinton, OH","61743","14","MB","Bus","PT","8","1.2855",,"0.2004",,"65.5596",,"10.221",,"6.4142",,"0",,"488617",,"2437966",,"380088",,"37187",,"0",,"534563",
"City of Arcadia, dba: Arcadia Transit","Arcadia","CA","90044","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","DR","Demand Response","PT","8","0.2351",,"0.004",,"108.0035",,"1.8539",,"58.2583",,"0",,"4342",,"1076147",,"18472",,"9964",,"0",,"64251",
"City of Albany, dba: Albany Transit System, Linn-Benton Loop","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","00955","Albany, OR","62074","14","DR","Demand Response","DO","8","0",,"0",,"124.7028",,"2.353",,"52.9971",,"0",,"0",,"817427",,"15424",,"6555",,"0",,"73297",
"Tehama County, dba: Tehama Rural Area Express","Gerber","CA","91089","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","PT","7","0",,"0",,"81.3495",,"2.1654",,"37.5677",,"0",,"0",,"539022",,"14348",,"6626",,"0",,"166385",
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System","Tamuning","GU","90999","State Government Unit or Department of Transportation","Reduced Reporter","2023","22811","Dededo--Apotgan--Tamuning, GU","128164","14","MB","Bus","DO","7","1.4568",,"0.0441",,"73.0138",,"2.2121",,"33.006",,"0",,"87258",,"1976995",,"59898",,"27077",,"0",,"404801",
"Hopesource","Ellensburg","WA","00312","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","7","0",,"0",,"153.3955",,"1.7541",,"87.4474",,"0",,"0",,"1304015",,"14912",,"8501",,"0",,"98543",
"Tehama County, dba: Tehama Rural Area Express","Gerber","CA","91089","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","MB","Bus","PT","7","0",,"0",,"74.9832",,"5.0636",,"14.8083",,"0",,"0",,"1562499",,"105515",,"20838",,"0",,"463998",
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System","Tamuning","GU","90999","State Government Unit or Department of Transportation","Reduced Reporter","2023","22811","Dededo--Apotgan--Tamuning, GU","128164","14","DR","Demand Response","DO","7","0.3623",,"0.0125",,"49.6476",,"1.7148",,"28.9523",,"0",,"16494",,"1317996",,"45523",,"26547",,"0",,"321218",
"Hopesource","Ellensburg","WA","00312","Private-Non-Profit Corporation","Rural Reporter","2023",,,,"14","MB","Bus","DO","7","0",,"0",,"63.6315",,"4.7903",,"13.2834",,"0",,"0",,"1651938",,"124361",,"25961",,"0",,"345106",
"City of Albany, dba: Albany Transit System, Linn-Benton Loop","Albany","OR","00061","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","00955","Albany, OR","62074","14","MB","Bus","DO","6","0",,"0",,"132.6137",,"6.0409",,"21.9527",,"0",,"0",,"2400308",,"109340",,"18100",,"0",,"333232",
"City of Sandusky, dba: Sandusky Transit System","Sandusky","OH","50164","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","78774","Sandusky--Port Clinton, OH","61743","14","DR","Demand Response","PT","6","8.4321",,"0.2009",,"65.4167",,"1.5583",,"41.9786",,"0",,"214328",,"1067012",,"25418",,"16311",,"0",,"241624",
"City of Arcadia, dba: Arcadia Transit","Arcadia","CA","90044","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","MB","Bus","PT","6","0.1236",,"0.0019",,"97.6531",,"1.5331",,"63.6975",,"0",,"2553",,"1315290",,"20649",,"13469",,"0",,"146881",
"City of Nashua, dba: Nashua Transit System","Nashua","NH","10087","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","61165","Nashua, NH--MA","242984","14","DR","Demand Response","PT","6","2.9123",,"0.033",,"148.3238",,"1.6806",,"88.259",,"11.9592",,"40064",,"1214179",,"13757",,"8186",,"101527",,"119530",
"City of El Monte","El Monte","CA","90265","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","DR","Demand Response","PT","5","0.6081",,"0.0081",,"176.6648",,"2.3546",,"75.0285",,"0",,"7954",,"981373",,"13080",,"5555",,"0",,"55181",
"City of El Monte","El Monte","CA","90265","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","MB","Bus","PT","5","0.3906",,"0.0403",,"96.4336",,"9.9393",,"9.7022",,"0",,"82841",,"2057893",,"212105",,"21340",,"0",,"183360",
"Coos County Area Transit","Coos Bay","OR","00307","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","MB","Bus","DO","5","1.0198",,"0.0438",,"98.2394",,"4.218",,"23.2903",,"0",,"43877",,"1002042",,"43024",,"10200",,"0",,"137481",
"Humboldt Transit Authority","Eureka","CA","91036","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","CB","Commuter Bus","DO","5","4.0397",,"0.0828",,"181.5898",,"3.7211",,"48.7995",,"0",,"102475",,"1237898",,"25367",,"6817",,"0",,"227354",
"Board of County Commissioners of Calvert County, Maryland, dba: Calvert County Public Transportation","Prince Frederick","MD","30131","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","49594","Lexington Park--California--Chesapeake Ranch Estates, MD","62352","14","DR","Demand Response","DO","5","1.0623",,"0.0147",,"85.0654",,"1.1771",,"72.269",,"0",,"8276",,"563048",,"7791",,"6619",,"0",,"81508",
"Hood River County Transportation District, dba: Columbia Area Transit","Hood River","OR","00319","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","MB","Bus","DO","5","2.8826",,"0.0893",,"115.2026",,"3.5705",,"32.2651",,"0",,"75031",,"839827",,"26029",,"7290",,"0",,"133724",
"City of Eureka Springs","Eureka Springs","AR","60161","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","4","4.9408",,"0.134",,"49.4842",,"1.3417",,"36.8813",,"0",,"18197",,"135834",,"3683",,"2745",,"0",,"46861",
"City of San Marcos, dba: San Marcos Transit","San Marcos","TX","66343","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","79201","San Marcos, TX","70801","14","DR","Demand Response","PT","4","0",,"0",,"96.8807",,"1.7222",,"56.2553",,"0",,"0",,"527225",,"9372",,"5442",,"0",,"43316",
"Flathead County , dba: Mountain Climber Transit","Kalispell","MT","80220","City, County or Local Government Unit or Department of Transportation","Rural Reporter","2023",,,,"14","MB","Bus","DO","4","0.286",,"0.0959",,"53.5611",,"17.9538",,"2.9833",,"0",,"4668",,"48687",,"16320",,"909",,"0",,"21361",
"City of Albany , dba: Albany Transit System","Albany","GA","40021","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","00901","Albany, GA","85960","14","DR","Demand Response","DO","4","2.3693",,"0.0245",,"205.0714",,"2.121",,"96.6864",,"17.4572",,"25252",,"1030484",,"10658",,"5025",,"59029",,"70390",
"Queen Anne's County, dba: County Ride","Centreville","MD","30192","City, County or Local Government Unit or Department of Transportation","Reduced Reporter","2023","04843","Baltimore, MD","2212038","14","MB","Bus","DO","4","1.8957",,"0.0251",,"80.5417",,"1.0669",,"75.4908",,"0",,"20798",,"828210",,"10971",,"10283",,"0",,"116305",
"Gunnison Valley Rural Transportation Authority, dba: Gunnison Valley RTA","Crested Butte","CO","80150","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","DR","Demand Response","PT","4","0",,"0",,"60.1396",,"2.5641",,"23.4544",,"0",,"0",,"265035",,"11300",,"4407",,"0",,"40221",
"City of Commerce, dba: City of Commerce Transit","Commerce","CA","90043","City, County or Local Government Unit or Department of Transportation","Full Reporter","2023","51445","Los Angeles--Long Beach--Anaheim, CA","12237376","14","DR","Demand Response","DO","4","0",,"0",,"166.252",,"1.3656",,"121.7452",,"27.5322",,"0",,"1241071",,"10194",,"7465",,"45077",,"70804",
"Coos County Area Transit","Coos Bay","OR","00307","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","DR","Demand Response","DO","4","2.063",,"0.0463",,"91.7458",,"2.0607",,"44.5219",,"0",,"18212",,"393039",,"8828",,"4284",,"0",,"36671",
"Coos County Area Transit","Coos Bay","OR","00307","Independent Public Agency or Authority of Transit Service","Rural Reporter","2023",,,,"14","CB","Commuter Bus","DO","4","7.2913",,"0.0704",,"120.4463",,"1.1629",,"103.5711",,"0",,"37470",,"532252",,"5139",,"4419",,"0",,"111603",
"Tangipahoa Voluntary Council on Aging","Amite","LA","60196","Area Agency on Aging","Reduced Reporter","2023","36514","Hammond, LA","72526","14","MB","Bus","DO","3","0.3834",,"0.0166",,"31.2234",,"1.3521",,"23.0918",,"0",,"2214",,"133355",,"5775",,"4271",,"0",,"67837",
